,path,scale,paper size,drawing number,drawing title,building number,building name,name,room_name,room_desc,room_area,desc_loc_lists,name_locs,area_locs,PNG_title
2194,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,Swo2,Stairwell ,10.7,"[{'y1': 2144, 'x1': 3468, 'y2': 2159, 'x2': 3543}]","{'y1': 2123, 'x1': 3468, 'y2': 2138, 'x2': 3522}","{'y1': 2166, 'x1': 3469, 'y2': 2181, 'x2': 3530}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2195,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,08 Single ,15.0,"[{'y1': 2144, 'x1': 3629, 'y2': 2163, 'x2': 3685}, {'y1': 2123, 'x1': 3629, 'y2': 2138, 'x2': 3650}]",{},"{'y1': 2166, 'x1': 3630, 'y2': 2181, 'x2': 3674}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2196,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,10 Single ,15.0,"[{'y1': 2144, 'x1': 3841, 'y2': 2163, 'x2': 3897}, {'y1': 2123, 'x1': 3842, 'y2': 2138, 'x2': 3862}]",{},"{'y1': 2166, 'x1': 3842, 'y2': 2181, 'x2': 3886}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2197,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,09 Single ,15.6,"[{'y1': 2144, 'x1': 4045, 'y2': 2163, 'x2': 4101}, {'y1': 2123, 'x1': 4045, 'y2': 2138, 'x2': 4066}]",{},"{'y1': 2166, 'x1': 4047, 'y2': 2181, 'x2': 4108}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2198,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,Swo2,Stairwell ,14.2,"[{'y1': 2169, 'x1': 4242, 'y2': 2184, 'x2': 4318}]","{'y1': 2148, 'x1': 4242, 'y2': 2163, 'x2': 4296}","{'y1': 2190, 'x1': 4244, 'y2': 2205, 'x2': 4305}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2199,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,Swo2,Stairwell ,14.2,"[{'y1': 2195, 'x1': 1537, 'y2': 2210, 'x2': 1613}]","{'y1': 2173, 'x1': 1537, 'y2': 2188, 'x2': 1591}","{'y1': 2216, 'x1': 1539, 'y2': 2231, 'x2': 1600}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2200,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,11 Single ,15.5,"[{'y1': 2201, 'x1': 5000, 'y2': 2220, 'x2': 5055}, {'y1': 2180, 'x1': 5001, 'y2': 2195, 'x2': 5018}]",{},"{'y1': 2222, 'x1': 5001, 'y2': 2237, 'x2': 5062}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2201,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,16 Single ,15.6,"[{'y1': 2234, 'x1': 4391, 'y2': 2253, 'x2': 4447}, {'y1': 2213, 'x1': 4393, 'y2': 2228, 'x2': 4412}]",{},"{'y1': 2255, 'x1': 4393, 'y2': 2270, 'x2': 4454}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2202,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,14 Single ,15.5,"[{'y1': 2247, 'x1': 729, 'y2': 2266, 'x2': 785}, {'y1': 2226, 'x1': 730, 'y2': 2241, 'x2': 750}]",{},"{'y1': 2269, 'x1': 730, 'y2': 2284, 'x2': 791}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2203,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,09 Single ,15.6,"[{'y1': 2276, 'x1': 1344, 'y2': 2295, 'x2': 1400}, {'y1': 2255, 'x1': 1344, 'y2': 2270, 'x2': 1365}]",{},"{'y1': 2297, 'x1': 1346, 'y2': 2312, 'x2': 1407}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2204,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,15 Single ,15.0,"[{'y1': 2371, 'x1': 4529, 'y2': 2390, 'x2': 4584}, {'y1': 2350, 'x1': 4530, 'y2': 2365, 'x2': 4549}]",{},"{'y1': 2392, 'x1': 4530, 'y2': 2407, 'x2': 4574}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2205,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,13 Twin ,18.6,"[{'y1': 2452, 'x1': 527, 'y2': 2467, 'x2': 569}, {'y1': 2431, 'x1': 529, 'y2': 2446, 'x2': 548}]",{},"{'y1': 2473, 'x1': 529, 'y2': 2488, 'x2': 590}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2206,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,10 Single ,15.0,"[{'y1': 2521, 'x1': 4678, 'y2': 2540, 'x2': 4734}, {'y1': 2500, 'x1': 4679, 'y2': 2514, 'x2': 4699}]",{},"{'y1': 2542, 'x1': 4679, 'y2': 2557, 'x2': 4723}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2207,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,Kitchen Kitchen ,15.8,"[{'y1': 2512, 'x1': 5417, 'y2': 2527, 'x2': 5483}, {'y1': 2491, 'x1': 5417, 'y2': 2505, 'x2': 5483}]",{},"{'y1': 2533, 'x1': 5418, 'y2': 2548, 'x2': 5479}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2208,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,15 Single ,15.0,"[{'y1': 2571, 'x1': 1051, 'y2': 2590, 'x2': 1107}, {'y1': 2550, 'x1': 1052, 'y2': 2564, 'x2': 1072}]",{},"{'y1': 2592, 'x1': 1052, 'y2': 2607, 'x2': 1096}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2209,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,Kitchen Kitchen ,15.8,"[{'y1': 2588, 'x1': 371, 'y2': 2603, 'x2': 436}, {'y1': 2567, 'x1': 371, 'y2': 2582, 'x2': 437}]",{},"{'y1': 2609, 'x1': 371, 'y2': 2624, 'x2': 433}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2210,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,09 Single ,15.6,"[{'y1': 2666, 'x1': 4823, 'y2': 2685, 'x2': 4879}, {'y1': 2645, 'x1': 4823, 'y2': 2659, 'x2': 4844}]",{},"{'y1': 2687, 'x1': 4824, 'y2': 2702, 'x2': 4886}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2211,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,Kitchen Kitchen ,15.8,"[{'y1': 2682, 'x1': 329, 'y2': 2697, 'x2': 395}, {'y1': 2661, 'x1': 329, 'y2': 2676, 'x2': 395}]",{},"{'y1': 2703, 'x1': 330, 'y2': 2718, 'x2': 391}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2212,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,16 Single ,15.6,"[{'y1': 2722, 'x1': 900, 'y2': 2741, 'x2': 956}, {'y1': 2701, 'x1': 902, 'y2': 2715, 'x2': 921}]",{},"{'y1': 2743, 'x1': 902, 'y2': 2758, 'x2': 963}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2213,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,Swo2,Stairwell ,14.2,"[{'y1': 2826, 'x1': 4936, 'y2': 2841, 'x2': 5012}]","{'y1': 2804, 'x1': 4936, 'y2': 2819, 'x2': 4990}","{'y1': 2847, 'x1': 4938, 'y2': 2862, 'x2': 4999}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2214,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,Swo2,Stairwell ,14.2,"[{'y1': 2882, 'x1': 873, 'y2': 2897, 'x2': 948}]","{'y1': 2861, 'x1': 873, 'y2': 2876, 'x2': 927}","{'y1': 2903, 'x1': 874, 'y2': 2918, 'x2': 935}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2215,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,12 Twin ,18.6,"[{'y1': 2897, 'x1': 342, 'y2': 2911, 'x2': 384}, {'y1': 2876, 'x1': 344, 'y2': 2890, 'x2': 364}]",{},"{'y1': 2918, 'x1': 344, 'y2': 2933, 'x2': 405}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2216,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,13 Twin ,18.6,"[{'y1': 2911, 'x1': 5417, 'y2': 2926, 'x2': 5459}, {'y1': 2890, 'x1': 5419, 'y2': 2905, 'x2': 5438}]",{},"{'y1': 2932, 'x1': 5419, 'y2': 2947, 'x2': 5480}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2217,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,09 Single ,15.6,"[{'y1': 2961, 'x1': 766, 'y2': 2980, 'x2': 822}, {'y1': 2940, 'x1': 766, 'y2': 2955, 'x2': 787}]",{},"{'y1': 2982, 'x1': 767, 'y2': 2997, 'x2': 828}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2218,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,16 Single ,15.6,"[{'y1': 2982, 'x1': 4987, 'y2': 3001, 'x2': 5042}, {'y1': 2961, 'x1': 4988, 'y2': 2975, 'x2': 5007}]",{},"{'y1': 3003, 'x1': 4988, 'y2': 3018, 'x2': 5049}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2219,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,CRO3,Corridor ,8.7,"[{'y1': 3164, 'x1': 584, 'y2': 3179, 'x2': 657}]","{'y1': 3143, 'x1': 584, 'y2': 3158, 'x2': 634}","{'y1': 3185, 'x1': 583, 'y2': 3200, 'x2': 634}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2220,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,CRO4,Corridor ,8.7,"[{'y1': 3164, 'x1': 5227, 'y2': 3179, 'x2': 5301}]","{'y1': 3143, 'x1': 5227, 'y2': 3158, 'x2': 5278}","{'y1': 3185, 'x1': 5227, 'y2': 3200, 'x2': 5278}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2221,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,14 Single ,17.7,"[{'y1': 3207, 'x1': 5410, 'y2': 3226, 'x2': 5465}, {'y1': 3186, 'x1': 5411, 'y2': 3201, 'x2': 5430}]",{},"{'y1': 3229, 'x1': 5411, 'y2': 3243, 'x2': 5472}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2222,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,11 Single ,17.4,"[{'y1': 3208, 'x1': 343, 'y2': 3227, 'x2': 399}, {'y1': 3187, 'x1': 344, 'y2': 3202, 'x2': 361}]",{},"{'y1': 3229, 'x1': 344, 'y2': 3244, 'x2': 405}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2223,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,15 Single ,17.4,"[{'y1': 3208, 'x1': 4987, 'y2': 3227, 'x2': 5042}, {'y1': 3187, 'x1': 4988, 'y2': 3202, 'x2': 5007}]",{},"{'y1': 3229, 'x1': 4988, 'y2': 3244, 'x2': 5049}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2224,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,10a Store ,2.6,"[{'y1': 3271, 'x1': 579, 'y2': 3286, 'x2': 626}, {'y1': 3250, 'x1': 580, 'y2': 3265, 'x2': 611}]",{},"{'y1': 3292, 'x1': 579, 'y2': 3307, 'x2': 630}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2225,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png,0.005,A2,MC033_B Floor,B Floor,MC033,John Creed,County John Creed MC033_1,,14a Store ,2.6,"[{'y1': 3271, 'x1': 5223, 'y2': 3286, 'x2': 5270}, {'y1': 3250, 'x1': 5224, 'y2': 3265, 'x2': 5255}]",{},"{'y1': 3292, 'x1': 5222, 'y2': 3307, 'x2': 5274}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_1.png
2226,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,Kitchen Kitchen ,15.5,"[{'y1': 1559, 'x1': 2283, 'y2': 1574, 'x2': 2348}, {'y1': 1538, 'x1': 2283, 'y2': 1553, 'x2': 2349}]",{},"{'y1': 1580, 'x1': 2283, 'y2': 1595, 'x2': 2345}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2227,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,Kitchen Kitchen ,15.5,"[{'y1': 1559, 'x1': 2868, 'y2': 1574, 'x2': 2933}, {'y1': 1538, 'x1': 2868, 'y2': 1553, 'x2': 2934}]",{},"{'y1': 1580, 'x1': 2868, 'y2': 1595, 'x2': 2930}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2228,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,Kitchen Kitchen ,15.5,"[{'y1': 1559, 'x1': 3453, 'y2': 1574, 'x2': 3519}, {'y1': 1538, 'x1': 3453, 'y2': 1553, 'x2': 3519}]",{},"{'y1': 1580, 'x1': 3454, 'y2': 1595, 'x2': 3515}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2229,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,Kitchen Kitchen ,15.8,"[{'y1': 1596, 'x1': 4368, 'y2': 1610, 'x2': 4434}, {'y1': 1574, 'x1': 4368, 'y2': 1589, 'x2': 4434}]",{},"{'y1': 1617, 'x1': 4369, 'y2': 1632, 'x2': 4430}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2230,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,Kitchen Kitchen ,15.8,"[{'y1': 1622, 'x1': 1387, 'y2': 1636, 'x2': 1453}, {'y1': 1600, 'x1': 1387, 'y2': 1615, 'x2': 1453}]",{},"{'y1': 1643, 'x1': 1388, 'y2': 1658, 'x2': 1449}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2231,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,21 Twin ,18.6,"[{'y1': 1633, 'x1': 1590, 'y2': 1647, 'x2': 1632}, {'y1': 1611, 'x1': 1590, 'y2': 1626, 'x2': 1609}]",{},"{'y1': 1654, 'x1': 1592, 'y2': 1669, 'x2': 1653}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2232,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,22 Single ,15.5,"[{'y1': 1632, 'x1': 1873, 'y2': 1651, 'x2': 1929}, {'y1': 1611, 'x1': 1873, 'y2': 1626, 'x2': 1894}]",{},"{'y1': 1654, 'x1': 1875, 'y2': 1669, 'x2': 1936}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2233,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,10 Single ,14.7,"[{'y1': 1632, 'x1': 2085, 'y2': 1651, 'x2': 2141}, {'y1': 1611, 'x1': 2087, 'y2': 1626, 'x2': 2106}]",{},"{'y1': 1654, 'x1': 2087, 'y2': 1668, 'x2': 2148}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2234,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,11 Single ,14.7,"[{'y1': 1632, 'x1': 2474, 'y2': 1651, 'x2': 2530}, {'y1': 1611, 'x1': 2475, 'y2': 1626, 'x2': 2492}]",{},"{'y1': 1654, 'x1': 2475, 'y2': 1668, 'x2': 2536}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2235,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,10 Single ,14.7,"[{'y1': 1632, 'x1': 2671, 'y2': 1651, 'x2': 2726}, {'y1': 1611, 'x1': 2672, 'y2': 1626, 'x2': 2691}]",{},"{'y1': 1654, 'x1': 2672, 'y2': 1668, 'x2': 2733}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2236,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,1 Single ,14.7,"[{'y1': 1632, 'x1': 3059, 'y2': 1651, 'x2': 3115}, {'y1': 1611, 'x1': 3060, 'y2': 1626, 'x2': 3077}]",{},"{'y1': 1654, 'x1': 3060, 'y2': 1668, 'x2': 3122}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2237,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,10 Single ,14.7,"[{'y1': 1632, 'x1': 3256, 'y2': 1651, 'x2': 3312}, {'y1': 1611, 'x1': 3257, 'y2': 1626, 'x2': 3277}]",{},"{'y1': 1654, 'x1': 3257, 'y2': 1668, 'x2': 3318}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2238,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,11 Single ,14.7,"[{'y1': 1632, 'x1': 3644, 'y2': 1651, 'x2': 3700}, {'y1': 1611, 'x1': 3646, 'y2': 1626, 'x2': 3662}]",{},"{'y1': 1654, 'x1': 3646, 'y2': 1668, 'x2': 3707}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2239,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,19 Single ,15.5,"[{'y1': 1632, 'x1': 3841, 'y2': 1651, 'x2': 3897}, {'y1': 1611, 'x1': 3842, 'y2': 1626, 'x2': 3862}]",{},"{'y1': 1654, 'x1': 3842, 'y2': 1669, 'x2': 3903}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2240,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,20 Twin ,18.6,"[{'y1': 1633, 'x1': 4045, 'y2': 1647, 'x2': 4087}, {'y1': 1611, 'x1': 4045, 'y2': 1626, 'x2': 4066}]",{},"{'y1': 1654, 'x1': 4047, 'y2': 1669, 'x2': 4108}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2241,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,Kitchen Kitchen ,15.8,"[{'y1': 1667, 'x1': 4540, 'y2': 1681, 'x2': 4605}, {'y1': 1645, 'x1': 4540, 'y2': 1660, 'x2': 4606}]",{},"{'y1': 1688, 'x1': 4540, 'y2': 1703, 'x2': 4602}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2242,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,Kitchen Kitchen ,15.8,"[{'y1': 1694, 'x1': 1213, 'y2': 1709, 'x2': 1279}, {'y1': 1673, 'x1': 1213, 'y2': 1687, 'x2': 1279}]",{},"{'y1': 1715, 'x1': 1214, 'y2': 1730, 'x2': 1275}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2243,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,,21 Twin ,18.6,"[{'y1': 1850, 'x1': 4662, 'y2': 1864, 'x2': 4704}, {'y1': 1829, 'x1': 4663, 'y2': 1843, 'x2': 4681}]",{},"{'y1': 1871, 'x1': 4664, 'y2': 1886, 'x2': 4725}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2244,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,CRO6,Corridor ,7.1,"[{'y1': 1893, 'x1': 1797, 'y2': 1907, 'x2': 1861}]","{'y1': 1874, 'x1': 1797, 'y2': 1888, 'x2': 1841}","{'y1': 1912, 'x1': 1797, 'y2': 1925, 'x2': 1842}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
2245,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png,0.005,A2,MC033_C Floor,C Floor,MC033,John Creed,County John Creed MC033_2,CRO3,Corridor ,7.7,"[{'y1': 1893, 'x1': 2286, 'y2': 1907, 'x2': 2351}]","{'y1': 1874, 'x1': 2286, 'y2': 1888, 'x2': 2331}","{'y1': 1912, 'x1': 2286, 'y2': 1925, 'x2': 2331}",C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\County John Creed MC033_2.png
