,path,scale,paper size,drawing number,drawing title,building number,building name,name,room_name,room_desc,room_area,PNG_title
449,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png,0.005,A1,MC014_A_Floor,A Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_0,,9B Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png
450,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png,0.005,A1,MC014_A_Floor,A Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_0,,10B Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png
451,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png,0.005,A1,MC014_A_Floor,A Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_0,,11D Single ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png
452,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png,0.005,A1,MC014_A_Floor,A Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_0,,Kitchen Kitchen ,15.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png
453,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png,0.005,A1,MC014_A_Floor,A Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_0,SR3,Switch ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png
454,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png,0.005,A1,MC014_A_Floor,A Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_0,,Kitchen Kitchen ,12.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png
455,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png,0.005,A1,MC014_A_Floor,A Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_0,,Kitchen Kitchen ,12.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png
456,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png,0.005,A1,MC014_A_Floor,A Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_0,,Kitchen Kitchen ,12.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png
457,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png,0.005,A1,MC014_A_Floor,A Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_0,,Kitchen Kitchen ,12.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_0.png
458,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,1K Guest ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
459,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,AJ Guest ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
460,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,Kitchen Kitchen ,14.2,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
461,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,Kitchen Kitchen ,14.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
462,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR4,Corridor ,7.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
463,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR3,Corridor ,7.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
464,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,1L Guest ,22.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
465,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,1l Guest ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
466,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,Sw2,Stairwell ,17,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
467,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,1H Guest ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
468,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,1G Guest ,15.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
469,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,2G Academic ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
470,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,2H Academic ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
471,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,Kitchen Kitchen ,12.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
472,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,Sw2,Stairwell ,9.7,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
473,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR2,Corridor ,7.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
474,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,2F Academic ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
475,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,2E Academic ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
476,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,3G Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
477,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,3H Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
478,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,Sw2,Stairwell ,9.7,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
479,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR2,Corridor ,7.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
480,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,15F Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
481,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,15G Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
482,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,14H Single ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
483,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,14) Single ,15.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
484,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,Kitchen Kitchen ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
485,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,3E Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
486,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,3F Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
487,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,Kitchen Kitchen ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
488,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,4G Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
489,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,4H Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
490,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR1,Corridor ,7.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
491,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR3,Corridor ,7.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
492,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR4,Corridor ,7.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
493,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,sw2,Stairwell ,9.7,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
494,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR2,Corridor ,7.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
495,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,15E Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
496,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,swi Stairwell ,9.7,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
497,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,15H Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
498,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,14G Single ,15.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
499,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,14K Single ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
500,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,4E Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
501,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,4F Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
502,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,5G Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
503,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,5H Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
504,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,12E Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
505,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,12F Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
506,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,Kitchen Kitchen ,12.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
507,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,sw2,Stairwell ,9.7,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
508,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,sw2,Stairwell ,9.7,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
509,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,Kitchen Kitchen ,12.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
510,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR2,Corridor ,7.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
511,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,CR2,Corridor ,7.5,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
512,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,SR1,Sw ,1.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
513,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,SE Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
514,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,12H Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
515,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,SF Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
516,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,12G Single ,14.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
517,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,6K Single ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
518,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,6L Single ,15.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
519,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,11G Single ,15.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
520,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,11H Single ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
521,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,6J Single ,15.9,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
522,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,Sw2,Stairwell ,17.4,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
523,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,111 Single ,15.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
524,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,G Single ,15.8,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
525,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,H ingle ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
526,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,Sw2,Stairwell ,9.7,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
527,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,7E Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
528,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,8H Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
529,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,sSw2,Stairwell ,9.7,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
530,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png,0.005,A1,MC014_B Floor,B Floor,MC014,Bowland Hall Residences,Bowland Hall Residences MC014_1,,8E Single ,15.6,C:\Users\rawdo\Documents\year 4\project\Building Plans Full\PNG\Bowland Hall Residences MC014_1.png
